Data from oakcork_FLMT105791__5__17-26-40-067.txt Node

Date: Mon Mar 20 17:26:40 GMT 2023
User: antho
Spectrometer: FLMT10579
Trigger mode: 0
Integration Time (sec): 1.000000E-1
Scans to average: 10
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 3648
>>>>>Begin Spectral Data<<<<<
345.248	-149.75
345.464	-149.75
345.681	-149.75
345.898	-175.33
346.114	-142.39
346.331	-30.79
346.548	40.32
346.764	-24.98
346.981	4.86
347.197	-28.27
347.414	27.14
347.631	-20.52
347.847	60.66
348.064	-0.18
348.28	22.1
348.497	-59.85
348.713	9.51
348.93	42.06
349.146	14.74
349.363	-13.74
349.579	7.38
349.796	23.07
350.012	-35.63
350.229	30.82
350.445	-12
350.661	-24.2
350.878	25.98
351.094	18.42
351.311	15.13
351.527	30.43
351.743	-18.39
351.96	21.91
352.176	35.28
352.392	24.43
352.609	54.65
352.825	-11.22
353.041	6.02
353.257	-1.73
353.474	11.83
353.69	29.08
353.906	-6.18
354.122	-23.81
354.339	50
354.555	6.99
354.771	-10.06
354.987	56.2
355.203	70.54
355.42	-13.93
355.636	6.22
355.852	-21.3
356.068	-6.57
356.284	-27.5
356.5	76.55
356.716	30.24
356.932	-2.31
357.148	10.87
357.364	-11.61
357.58	57.95
357.796	32.57
358.012	39.54
358.228	18.62
358.444	-56.56
358.66	21.33
358.876	25.01
359.092	0.6
359.308	9.12
359.524	31.79
359.74	0.21
359.956	-13.35
360.172	19.2
360.388	70.35
360.604	-0.57
360.819	99.02
361.035	47.1
361.251	42.64
361.467	4.08
361.683	43.22
361.898	24.04
362.114	49.03
362.33	32.95
362.546	40.9
362.762	21.52
362.977	32.18
363.193	-21.88
363.409	56.01
363.624	-4.63
363.84	0.02
364.056	-4.25
364.271	56.59
364.487	49.03
364.703	2.53
364.918	-31.37
365.134	13.38
365.35	5.63
365.565	123.82
365.781	15.71
365.996	31.79
366.212	87.01
366.427	69.57
366.643	-12.96
366.858	9.12
367.074	-18.2
367.289	82.16
367.505	133.51
367.72	-33.11
367.936	2.92
368.151	31.98
368.367	50.97
368.582	29.47
368.798	28.69
369.013	59.88
369.228	31.02
369.444	38.77
369.659	63.37
369.874	51.75
370.09	73.06
370.305	-31.76
370.52	3.7
370.736	59.3
370.951	37.41
371.166	83.91
371.381	55.04
371.597	57.95
371.812	-16.26
372.027	-1.53
372.242	25.78
372.458	88.75
372.673	22.49
372.888	30.82
373.103	45.16
373.318	104.64
373.533	52.33
373.749	45.16
373.964	-19.16
374.179	70.35
374.394	44
374.609	68.6
374.824	-12.38
375.039	88.36
375.254	-16.45
375.469	70.54
375.684	41.87
375.899	62.98
376.114	23.07
376.329	38.18
376.544	72.09
376.759	49.03
376.974	18.42
377.189	11.06
377.404	19.58
377.619	67.25
377.834	-33.31
378.049	-16.84
378.264	0.79
378.478	60.66
378.693	1.95
378.908	41.09
379.123	4.86
379.338	84.1
379.553	20.55
379.767	63.57
379.982	62.79
380.197	52.13
380.412	36.63
380.626	60.27
380.841	95.34
381.056	43.8
381.271	112.78
381.485	-17.61
381.7	6.41
381.915	63.95
382.129	4.08
382.344	43.22
382.559	25.98
382.773	60.66
382.988	-17.03
383.202	41.87
383.417	3.12
383.632	119.95
383.846	51.36
384.061	11.83
384.275	36.63
384.49	44.97
384.704	71.12
384.919	75.19
385.133	32.95
385.348	62.4
385.562	7.38
385.777	66.28
385.991	77.13
386.206	22.88
386.42	23.65
386.634	91.27
386.849	52.13
387.063	50.97
387.277	4.47
387.492	21.91
387.706	-4.25
387.92	-3.28
388.135	63.57
388.349	70.15
388.563	22.88
388.778	53.49
388.992	67.25
389.206	60.85
389.42	124.6
389.635	61.24
389.849	64.15
390.063	78.29
390.277	45.93
390.491	112.58
390.706	57.56
390.92	95.53
391.134	87.01
391.348	83.33
391.562	-9.67
391.776	61.63
391.99	41.67
392.205	87.78
392.419	15.9
392.633	45.55
392.847	93.4
393.061	14.93
393.275	99.99
393.489	33.15
393.703	39.15
393.917	84.3
394.131	48.07
394.345	53.88
394.559	92.63
394.773	50.39
394.986	70.15
395.2	61.05
395.414	97.66
395.628	40.12
395.842	52.91
396.056	43.42
396.27	23.65
396.484	44.19
396.697	67.05
396.911	92.24
397.125	75.38
397.339	75.77
397.553	59.69
397.766	118.2
397.98	122.08
398.194	96.5
398.408	62.4
398.621	66.67
398.835	120.91
399.049	105.22
399.262	122.08
399.476	93.98
399.69	100.96
399.903	145.71
400.117	111.81
400.331	116.26
400.544	48.26
400.758	196.28
400.971	131.76
401.185	102.7
401.398	46.71
401.612	145.52
401.826	105.8
402.039	113.55
402.253	80.81
402.466	114.71
402.68	119.36
402.893	116.46
403.106	150.17
403.32	124.6
403.533	116.85
403.747	142.61
403.96	110.65
404.174	137.58
404.387	78.48
404.6	106
404.814	137
405.027	120.53
405.24	88.36
405.454	101.35
405.667	164.9
405.88	76.74
406.094	112.2
406.307	150.36
406.52	118.78
406.733	57.37
406.947	55.23
407.16	176.91
407.373	130.8
407.586	70.73
407.799	90.69
408.012	123.63
408.226	128.86
408.439	145.71
408.652	89.33
408.865	132.15
409.078	171.68
409.291	138.93
409.504	93.01
409.717	151.14
409.93	130.99
410.143	102.51
410.357	62.79
410.57	76.16
410.783	131.96
410.996	122.85
411.209	120.91
411.421	151.14
411.634	102.7
411.847	105.61
412.06	153.85
412.273	124.21
412.486	114.33
412.699	228.64
412.912	137.38
413.125	145.91
413.338	138.74
413.55	164.7
413.763	111.42
413.976	143.58
414.189	108.32
414.402	143.2
414.615	187.56
414.827	118.2
415.04	150.56
415.253	143.78
415.466	154.05
415.678	197.83
415.891	139.9
416.104	153.85
416.316	161.8
416.529	134.48
416.742	161.8
416.954	195.7
417.167	149.2
417.38	154.82
417.592	163.35
417.805	122.85
418.017	84.68
418.23	164.7
418.442	124.98
418.655	140.29
418.868	175.94
419.08	198.61
419.293	163.15
419.505	156.95
419.718	152.11
419.93	166.83
420.142	149.98
420.355	181.17
420.567	178.84
420.78	174.78
420.992	131.96
421.205	224.96
421.417	124.79
421.629	119.75
421.842	129.25
422.054	125.37
422.266	162.38
422.479	178.84
422.691	139.71
422.903	180.59
423.115	139.51
423.328	160.83
423.54	173.81
423.752	157.15
423.964	131.57
424.177	185.04
424.389	149.4
424.601	268.94
424.813	164.12
425.025	188.53
425.238	195.51
425.45	167.22
425.662	174.97
425.874	459.78
426.086	155.6
426.298	192.21
426.51	167.99
426.722	153.08
426.934	162.96
427.146	218.76
427.358	145.52
427.57	215.27
427.782	171.29
427.994	160.83
428.206	174.39
428.418	125.18
428.63	182.53
428.842	192.02
429.054	197.06
429.266	200.74
429.478	111.81
429.69	167.61
429.902	113.16
430.114	192.02
430.325	200.93
430.537	107.55
430.749	169.93
430.961	87.59
431.173	147.85
431.384	163.54
431.596	91.08
431.808	158.7
432.02	196.09
432.231	194.34
432.443	230.96
432.655	186.01
432.867	177.1
433.078	184.27
433.29	260.22
433.502	247.63
433.713	196.48
433.925	212.94
434.136	221.47
434.348	170.32
434.56	151.72
434.771	275.33
434.983	161.02
435.194	189.89
435.406	202.09
435.617	247.24
435.829	264.09
436.04	261.57
436.252	261.77
436.463	265.64
436.675	244.33
436.886	248.79
437.098	239.88
437.309	295.48
437.521	228.25
437.732	232.51
437.943	236
438.155	255.18
438.366	176.71
438.578	269.91
438.789	243.75
439	244.91
439.211	229.22
439.423	248.59
439.634	256.73
439.845	253.44
440.057	255.18
440.268	291.8
440.479	214.69
440.69	250.73
440.902	243.75
441.113	255.57
441.324	196.86
441.535	268.94
441.746	325.12
441.957	234.64
442.168	241.62
442.38	271.84
442.591	319.7
442.802	217.4
443.013	254.41
443.224	304.2
443.435	230.96
443.646	238.91
443.857	257.89
444.068	251.11
444.279	225.15
444.49	323.57
444.701	287.34
444.912	363.87
445.123	332.29
445.334	298.77
445.545	300.91
445.756	277.46
445.967	243.17
446.178	286.18
446.388	296.06
446.599	303.81
446.81	318.54
447.021	263.9
447.232	328.61
447.443	332.49
447.653	260.99
447.864	348.57
448.075	305.56
448.286	325.71
448.496	308.85
448.707	331.52
448.918	303.04
449.129	380.54
449.339	265.45
449.55	322.22
449.761	290.64
449.971	359.22
450.182	319.7
450.393	329.39
450.603	297.61
450.814	379.95
451.024	333.07
451.235	354.96
451.446	371.62
451.656	350.5
451.867	294.32
452.077	343.92
452.288	374.34
452.498	386.35
452.709	310.4
452.919	352.83
453.13	295.67
453.34	363.68
453.55	255.37
453.761	343.14
453.971	338.3
454.182	354.57
454.392	347.79
454.602	394.29
454.813	351.86
455.023	377.63
455.233	306.33
455.444	351.09
