Data from gum_young_FLMT105791__56__17-39-14-033.txt Node

Date: Mon Mar 20 17:39:14 GMT 2023
User: antho
Spectrometer: FLMT10579
Trigger mode: 0
Integration Time (sec): 1.000000E-1
Scans to average: 10
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 3648
>>>>>Begin Spectral Data<<<<<
345.248	-163.07
345.464	-163.07
345.681	-163.07
345.898	-146.8
346.114	-157.06
346.331	-30.55
346.548	23.31
346.764	3.16
346.981	3.75
347.197	-6.14
347.414	11.5
347.631	-46.43
347.847	57.41
348.064	-20.28
348.28	35.13
348.497	-44.88
348.713	14.01
348.93	15.95
349.146	22.54
349.363	1.03
349.579	18.66
349.796	9.17
350.012	-11.37
350.229	21.38
350.445	-10.79
350.661	-17.76
350.878	-9.82
351.094	2.78
351.311	20.6
351.527	27
351.743	-19.12
351.96	5.1
352.176	25.06
352.392	42.11
352.609	12.85
352.825	-5.36
353.041	30.1
353.257	11.3
353.474	12.27
353.69	14.98
353.906	2.78
354.122	-43.53
354.339	42.69
354.555	-10.59
354.771	-1.1
354.987	48.11
355.203	59.93
355.42	8.78
355.636	2.97
355.852	-4.97
356.068	5.1
356.284	-54.18
356.5	75.04
356.716	5.1
356.932	-15.44
357.148	36.1
357.364	1.23
357.58	23.12
357.796	39.59
358.012	44.63
358.228	15.37
358.444	-48.37
358.66	41.14
358.876	39.59
359.092	-22.6
359.308	38.23
359.524	16.92
359.74	-13.5
359.956	3.55
360.172	9.17
360.388	21.57
360.604	-10.98
360.819	69.62
361.035	5.3
361.251	54.51
361.467	-16.99
361.683	37.65
361.898	6.85
362.114	29.13
362.33	21.18
362.546	37.26
362.762	1.61
362.977	8.98
363.193	-21.25
363.409	15.56
363.624	-24.15
363.84	-21.44
364.056	-18.73
364.271	23.12
364.487	26.61
364.703	0.65
364.918	-31.71
365.134	2.2
365.35	3.75
365.565	97.33
365.781	28.74
365.996	20.99
366.212	81.24
366.427	13.43
366.643	-4.97
366.858	-20.47
367.074	-16.02
367.289	51.8
367.505	110.89
367.72	-24.93
367.936	2.39
368.151	54.31
368.367	25.45
368.582	14.98
368.798	5.3
369.013	53.93
369.228	8.98
369.444	10.14
369.659	54.9
369.874	32.61
370.09	62.45
370.305	-16.99
370.52	-10.2
370.736	29.32
370.951	24.67
371.166	58.38
371.381	47.73
371.597	20.41
371.812	-19.31
372.027	-14.47
372.242	17.11
372.458	69.43
372.673	5.68
372.888	24.48
373.103	48.89
373.318	106.04
373.533	32.42
373.749	37.85
373.964	3.36
374.179	68.07
374.394	-9.82
374.609	58.58
374.824	0.45
375.039	78.14
375.254	-4.78
375.469	56.45
375.684	26.61
375.899	34.55
376.114	27.38
376.329	46.56
376.544	30.87
376.759	63.42
376.974	-22.6
377.189	10.14
377.404	36.1
377.619	45.01
377.834	-14.66
378.049	-29
378.264	-0.13
378.478	34.75
378.693	-0.71
378.908	45.4
379.123	10.53
379.338	54.51
379.553	11.88
379.767	27.96
379.982	40.56
380.197	42.88
380.412	33.78
380.626	21.18
380.841	72.14
381.056	42.11
381.271	85.89
381.485	-12.72
381.7	-7.88
381.915	43.66
382.129	2.2
382.344	14.21
382.559	4.71
382.773	55.86
382.988	-31.9
383.202	27.38
383.417	-11.17
383.632	80.47
383.846	32.81
384.061	44.05
384.275	12.66
384.49	17.89
384.704	16.73
384.919	38.43
385.133	3.16
385.348	52.38
385.562	-21.44
385.777	39.01
385.991	10.91
386.206	32.23
386.42	-17.37
386.634	93.45
386.849	41.33
387.063	32.61
387.277	-5.94
387.492	8.78
387.706	-36.75
387.92	0.65
388.135	52.38
388.349	46.18
388.563	46.18
388.778	38.62
388.992	62.84
389.206	63.42
389.42	92.87
389.635	42.5
389.849	58.96
390.063	40.75
390.277	41.33
390.491	95.19
390.706	52.76
390.92	70.78
391.134	27.77
391.348	60.51
391.562	1.03
391.776	23.7
391.99	6.07
392.205	70.2
392.419	8.2
392.633	25.64
392.847	70.01
393.061	-6.14
393.275	88.99
393.489	24.67
393.703	45.79
393.917	78.92
394.131	4.71
394.345	51.02
394.559	73.11
394.773	4.52
394.986	59.74
395.2	28.16
395.414	51.6
395.628	20.99
395.842	42.3
396.056	34.55
396.27	-20.09
396.484	40.95
396.697	54.9
396.911	72.72
397.125	50.44
397.339	72.72
397.553	55.67
397.766	96.55
397.98	67.29
398.194	69.81
398.408	43.85
398.621	84.93
398.835	70.01
399.049	58.38
399.262	86.86
399.476	71.56
399.69	63.81
399.903	119.41
400.117	54.51
400.331	80.66
400.544	61.09
400.758	141.89
400.971	64.78
401.185	92.09
401.398	40.56
401.612	121.16
401.826	85.12
402.039	78.73
402.253	55.48
402.466	69.43
402.68	75.24
402.893	83.96
403.106	87.64
403.32	66.13
403.533	70.01
403.747	74.66
403.96	84.15
404.174	115.54
404.387	52.38
404.6	79.11
404.814	119.03
405.027	75.43
405.24	64.58
405.454	75.04
405.667	110.5
405.88	64.39
406.094	78.14
406.307	109.14
406.52	100.43
406.733	62.26
406.947	28.93
407.16	131.62
407.373	110.11
407.586	55.67
407.799	41.14
408.012	122.32
408.226	86.48
408.439	121.16
408.652	56.45
408.865	90.54
409.078	119.61
409.291	105.46
409.504	43.08
409.717	91.71
409.93	119.22
410.143	91.71
410.357	38.62
410.57	66.13
410.783	39.59
410.996	83.57
411.209	106.63
411.421	137.24
411.634	82.99
411.847	56.45
412.06	85.89
412.273	64.78
412.486	112.24
412.699	178.12
412.912	68.46
413.125	123.48
413.338	92.68
413.55	115.34
413.763	96.16
413.976	112.63
414.189	79.31
414.402	89.19
414.615	164.94
414.827	72.33
415.04	98.49
415.253	116.7
415.466	154.87
415.678	143.83
415.891	97.91
416.104	136.46
416.316	107.59
416.529	83.96
416.742	127.74
416.954	123.29
417.167	108.18
417.38	89.19
417.592	140.92
417.805	100.43
418.017	65.74
418.23	129.49
418.442	76.59
418.655	89.77
418.868	99.26
419.08	146.92
419.293	180.64
419.505	101.98
419.718	90.74
419.93	124.64
420.142	91.9
420.355	165.14
420.567	157.58
420.78	132.39
